-4.588526520412544,3.224647967673312,1.9552449327217007e-09,-4.652846598294057e-24,-4.2409524297810225e-23
-4.588497169616182,3.124298718555494,2.8962394437559342e-09,-3.98708284553197e-24,-1.0667689700347166e-22
-4.5842921695882275,3.324907761265244,1.3537707758912867e-09,-5.957414035283881e-24,-3.152960372983342e-23
-4.584195854961267,3.024039862917936,4.754958722659547e-09,-1.2535410685885492e-23,-1.7010688560569612e-22
-4.575865867720116,3.4249040834312012,9.440134056223003e-10,-4.484145056168824e-24,-1.9939171115352094e-23
-4.575682142664271,2.9240471703939726,7.214792322768953e-09,9.00045552293688e-24,-2.1696961711356733e-22
-4.5633741684051286,3.524477145906076,7.485175932096087e-10,-2.4446929661474453e-24,-6.429881243755275e-24
-4.563082769070479,2.824482175846326,1.1352650856775366e-08,5.201429544694773e-23,-5.490638934406647e-22
-4.546986642225753,3.6234873511420562,6.863321635124229e-10,-1.4447728103758191e-24,1.3998702468065197e-27
-4.546525158108811,2.725494518659972,1.919561165881449e-08,3.6132481370981487e-23,-7.383010870982321e-22
-4.526876052708386,3.7218124055793527,7.365314032189949e-10,-2.0500272182730577e-25,5.585533359373978e-24
-4.526002695642762,2.627257257849389,2.9063162496627393e-08,1.6029530377369783e-22,-9.227589432588913e-22
-4.511852242364617,3.166575227876489,2.3582597817919676e-09,-2.733572337501455e-22,-2.220736922838555e-21
-4.510244621337136,3.2754250402277587,1.5395364503974884e-09,-2.347553378630403e-22,-1.119240990754671e-21
-4.505164393556012,2.9808424083671383,5.612435393690626e-09,-1.5010171915958295e-22,-2.880364996793874e-21
-4.500956288349256,3.8187722132061435,8.725941374097523e-10,1.4679802163295581e-24,8.064531372094167e-24
-4.499861450856988,2.5303606564582073,4.681561644207872e-08,2.517858547446312e-22,-1.5107926709905074e-21
-4.491245672686613,3.371361180907092,1.0577300509909312e-09,-3.5383397058345654e-22,-1.251307962859253e-21
-4.491239870356466,3.0705957574362843,3.628713020128976e-09,-1.4162882546295148e-21,-1.4628636984817572e-20
-4.4877714309048855,3.461412067267887,7.959313108959658e-10,-1.5978372253766e-22,-4.52454423035791e-22
-4.486290202946635,2.8838015941029664,8.748917259426116e-09,1.62057267907782e-22,-1.407768011954223e-20
-4.475480039127748,3.5654961561126814,6.783696717756268e-10,-7.244478195427052e-23,-9.98436455353449e-23
-4.471450822441772,3.914702289895162,1.120050732993013e-09,4.074254531995969e-24,1.5397109465099378e-23
-4.4704871218275875,2.4343948519465055,7.230225425068929e-08,5.537529124361541e-22,-2.184393055100716e-21
-4.4641601626568015,2.6988478301546337,2.197814893502455e-08,1.0639683220878339e-21,-1.369084412459786e-20
-4.45853848472384,2.793713873025487,1.3778264634436134e-08,2.901660081263826e-21,-8.201671625203176e-20
-4.442651619034933,3.7471635406952277,7.682913905562829e-10,5.564685840878258e-24,7.09482406039134e-23
-4.441732333507849,3.2242487104670543,1.790087051881536e-09,-6.128113151416085e-21,-2.9600440989376664e-20
-4.441648278115882,3.6567518460013138,6.704446861743828e-10,-4.832414982132662e-23,2.674571026916596e-22
-4.438817624243344,4.009613203274386,1.5097665412496982e-09,5.0327612143543955e-24,1.796361855682779e-23
-4.438164639492749,2.3393833696806716,1.147418656259169e-07,1.137468992498726e-21,-3.8034453055156715e-21
-4.4298243938595325,2.6103866577097117,3.375818133927882e-08,1.3232090672308643e-20,-1.110586151960142e-19
-4.426168073981913,2.972574458752047,5.714743661023114e-09,-1.45880415581301e-20,-2.24862424642147e-19
-4.4179693877232085,3.1365306813528533,2.56110571442185e-09,-3.3267799712603375e-20,-2.0647783812678774e-19
-4.416509261351677,3.315529264781801,1.195664149314549e-09,-1.6171905765712133e-20,-6.233375420733487e-20
-4.412502200364855,2.5037174047953656,5.5556555579962916e-08,1.5283565458428247e-20,-6.639669133726789e-20
-4.410336998611304,3.4951876969269144,7.053520567805928e-10,-2.621792752442893e-21,-4.8360840093232184e-21
-4.408230512450436,3.839607377390839,9.52675214621281e-10,5.248688278815897e-23,2.4813058840908077e-22
-4.400405237022754,2.246400201502088,1.815433016489442e-07,2.1311385934050764e-21,-6.2350729837800695e-21
-4.400264337206797,4.102270145768163,1.99961265026147e-09,7.496313673132762e-24,1.9952170727317688e-23
-4.393829072931248,2.8802489793618595,8.957134505965956e-09,-3.215487350980393e-20,-1.5968713975175757e-18
-4.390119197085968,3.405105086099145,8.42119128050956e-10,-2.999923802396999e-20,-8.125772749424491e-20
-4.386988048317843,3.0532553504924036,3.761780743250846e-09,-2.0482782224785498e-19,-1.718620625563087e-18
